a,b,Y
-95.3645,-71.5437,-277.385
49.1569,-49.7253,-109.643
-92.6754,-73.1826,-280.175
77.567,94.7229,328.463
-57.4432,-32.3868,-136.736
-66.7117,-54.7819,-208.182
98.2666,-29.7951,-16.4644
-35.3857,-12.5878,-63.5303
-80.6933,-15.8213,-105.693
-74.2271,59.3525,116.281
-72.8565,-54.679,-212.335
-10.1009,-35.6085,-111.758
-62.8078,-73.3928,-259.149
-70.4787,16.2359,-5.63304
-91.5476,-1.28208,-71.5289
-33.4328,68.6261,172.633
91.134,27.6181,144.323
-8.80569,32.347,85.6055
74.2013,53.1091,205.74
-67.3673,-4.60649,-63.6245
1.86172,-52.1609,-150.938
66.5456,43.6316,172.8
-99.7504,-35.0948,-175.206
-95.4488,-25.7934,-145.205
74.425,-12.2671,16.932
-93.5054,6.5581,-50.2849
51.148,-59.8737,-137.535
46.2575,-27.3384,-47.0334
-50.1275,-32.1278,-130.688
-89.9375,-19.4727,-122.943
68.7883,-44.7095,-80.9255
-29.6195,-69.2733,-223.204
12.0508,25.4912,80.8952
32.9207,49.5579,165.576
-63.5522,-88.3128,-302.815
90.4133,6.25357,82.0463
25.8342,-94.1574,-254.966
76.4684,-21.1805,-7.35235
66.9156,-6.48648,28.2018
76.8284,-77.6876,-170.426
-94.0329,-88.9897,-326.848
5.28713,-4.59553,-10.9696
-30.6124,-58.0941,-191.609
42.9673,-20.7403,-30.3445
91.8262,28.2339,146.604
91.5829,25.6397,138.929
-30.2105,-50.8366,-170.34
78.5798,-41.8165,-65.4713
34.6316,-6.744,4.07433
-34.7671,41.3754,92.8984
-41.8439,15.1913,12.0875
79.5709,52.3583,207.459
-78.9513,-13.4533,-97.5864
-48.0017,-62.5125,-216.976
75.2185,-0.350206,51.9525
-1.0274,-39.2694,-115.768
-98.9413,25.8267,1.47385
6.39371,-40.3689,-113.571
-25.6438,-98.1898,-303.907
96.6893,80.0622,299.936
33.2013,78.4694,249.348
-25.3216,-52.5298,-171.693
-89.2914,-91.2645,-329.989
4.59586,-61.8673,-177.015
0.448034,-56.443,-164.34
43.9646,-16.6071,-17.6751
3.98951,-62.4114,-179.026
-67.2219,-85.6017,-297.636
69.2466,-21.6995,-14.0831
84.7753,-50.5705,-86.2874
58.6127,-37.0535,-66.1658
-51.4919,55.5634,121.795
18.8714,-12.7407,-24.6741
14.9107,47.7752,147.378
-95.8499,29.4247,14.1131
-72.1291,24.2669,16.3852
-63.5404,44.6604,81.5535
58.999,-10.7201,10.2305
-79.7998,15.7165,-13.8856
-80.5638,-65.3659,-248.808
-63.6959,42.1519,74.1899
-17.196,-29.6556,-99.6902
-7.26375,-94.8484,-280.936
-53.7511,-0.414997,-41.6469
-53.1789,82.135,197.379
45.375,18.397,84.5258
80.1155,12.2209,91.8361
93.8705,88.19,321.388
-10.4645,11.5553,24.3056
-73.7421,-22.3594,-119.557
-30.8059,32.4615,70.0019
-65.745,-97.231,-330.181
-93.9266,15.6711,-24.2489
60.8179,-2.27494,35.9588
-44.7385,60.5672,141.15
64.6822,-88.9843,-211.876
97.1831,63.1718,251.472
-8.73676,-33.948,-105.971
-56.5606,-25.7511,-116.916
-46.107,85.1923,211.338
18.1036,98.3288,295.816
-50.4559,-29.2753,-122.681
49.1952,-29.6386,-51.5542
-61.1421,17.2803,4.14808
90.3868,5.95182,81.1549
-23.8017,-39.8145,-133.839
53.7645,-95.1266,-237.538
49.1272,-28.2015,-47.4495
-51.3117,-75.2299,-256.133
36.6528,-46.5867,-109.627
-95.6042,-49.7108,-214.451
65.3249,61.6063,223.872
70.8618,28.7949,133.041
11.6494,-54.0568,-149.33
-90.4944,48.0452,71.8145
85.5311,-1.37005,56.474
4.85094,7.56533,23.8655
-87.4164,38.6887,46.999
-61.7433,9.76438,-18.0121
78.0631,-20.3327,-3.7465
-82.4561,56.0942,100.902
-35.8849,-55.5864,-188.18
-76.484,-2.45496,-64.0087
72.6729,11.2957,83.7712
87.0396,-52.7526,-90.955
10.551,-2.38637,-0.771395
20.2477,-22.7514,-52.6132
26.1898,-21.4073,-44.4243
-39.351,-77.5822,-254.269
58.0746,-41.7122,-80.0217
5.96997,-38.9781,-109.858
77.6887,84.1864,298.095
-3.72886,-39.7545,-119.127
-53.7535,-9.1818,-66.989
28.3875,-38.7803,-93.0494
91.6221,-99.931,-224.005
-80.3528,-78.5807,-286.852
7.83808,-32.147,-88.7595
-13.5507,82.1666,226.173
16.7768,31.2751,101.037
87.5976,-15.9904,15.7104
30.555,-34.2421,-78.3616
-46.4372,22.2088,29.0449
80.3719,-33.7045,-40.7257
-73.9173,65.1132,133.156
-35.2332,48.9276,114.391
1.95152,-63.2535,-182.937
93.3466,-65.5381,-123.343
-83.0153,-75.007,-278.451
82.0055,81.2622,292.769
49.789,-44.7697,-94.8608
-8.63198,51.7551,141.83
-20.4152,57.9402,151.174
-35.9714,54.5141,130.004
97.9129,-71.5315,-137.36
98.9285,19.6652,126.98
-83.7815,40.8059,55.7514
-68.9239,-58.4158,-220.288
-3.14909,-6.01002,-21.1685
83.9675,44.0458,186.616
50.622,94.9864,309.708
-97.0507,30.2225,15.5494
-19.9813,-68.7745,-214.781
-11.3924,22.4775,55.2042
97.2499,-2.54302,61.5714
-17.8348,38.2691,96.1836
80.0723,-27.6207,-23.3573
-68.3171,-22.8113,-116.934
61.8047,94.4491,316.255
-94.6642,-35.0483,-171.388
-9.84022,-74.386,-223.656
47.776,5.65228,49.4263
25.513,-78.5241,-210.011
-23.8818,54.6126,139.045
-21.4939,-90.1178,-277.569
73.1637,5.10741,66.2395
-13.9294,-49.0283,-153.321
43.9426,5.492,46.1864
56.0713,-56.9735,-125.585
-77.8241,-98.0348,-341.253
-89.3285,8.21922,-42.4581
20.8278,-86.5604,-236.633
-3.52585,11.1324,28.1088
83.3301,31.8163,150.805
-87.6901,-41.4188,-184.75
-11.8617,19.6043,46.5594
-30.606,36.5367,81.926
70.0227,35.7246,152.464
-44.5235,-99.4851,-321.326
-95.3653,-55.0278,-229.646
-83.0647,98.8417,224.023
14.6002,42.7522,132.635
58.062,13.5773,79.7835
46.232,34.6603,132.156
38.3292,-32.9386,-68.9632
-35.0445,-70.1414,-229.642
-19.2424,-12.7864,-52.412
26.6,43.7957,144.342
92.273,89.7361,324.7
-41.8233,60.8401,144.051
-47.9036,52.1082,114.407
29.2162,-44.5543,-109.139
-59.844,-27.2558,-123.643
-23.6443,-63.8435,-203.181
18.4969,70.163,214.688
-84.2071,-53.2126,-216.318
-40.0691,-66.0994,-221.598
-84.6073,39.8065,52.2646
63.6468,54.3009,201.54
58.2232,-65.9919,-150.095
61.6396,10.6895,74.0277
8.09221,-36.4137,-100.909
83.8749,74.3868,274.25
25.404,49.8586,161.001
43.5405,-94.621,-243.482
60.6054,-39.9559,-73.1122
-84.0498,-73.9384,-276.112
18.219,-71.0965,-193.824
83.5135,-42.0177,-62.4795
-49.0117,47.2023,99.4238
-42.3019,33.8107,65.5754
-38.1012,-40.9302,-147.421
-25.6717,-12.0812,-55.0304
-42.1185,56.2417,130.545
-76.6946,-80.5749,-289.967
-68.7902,-22.2027,-115.517
46.6849,74.3766,247.284
27.0791,1.41859,22.1981
-95.3544,16.0266,-24.2555
-56.666,-94.4188,-315.477
-55.2752,-16.0738,-88.0126
-25.9464,16.0062,25.9576
-46.2962,85.6923,212.646
-77.7423,44.4952,70.7896
-24.6544,-38.6447,-131.075
-43.203,-68.122,-229.714
89.8126,-86.3408,-186.033
28.7614,89.9647,279.359
-6.33232,40.3594,110.557
66.5462,-91.9786,-219.181
62.5343,1.13708,47.0644
70.8096,18.695,103.809
-78.4096,-38.6155,-169.925
-3.90394,20.053,53.6202
-76.2658,-18.1105,-109.103
-24.6479,1.31902,-15.5553
-36.1274,14.6866,14.7691
-57.0255,54.212,113.881
-32.3101,-39.2946,-138.499
5.31248,-60.4758,-172.473
2.81754,-4.37815,-12.1299
55.1829,40.1213,154.424
-72.124,15.3494,-9.3872
24.6052,-0.575783,14.6415
58.5665,-45.9664,-91.9623
84.8054,56.9037,224.389
-25.8453,91.3586,243.837
-6.45718,97.5339,275.73
-94.0867,55.8892,91.8857
36.7251,-48.3145,-114.569
-87.6323,-84.2738,-308.581
-62.529,28.2401,34.823
26.5288,4.43331,30.5136
-46.6448,-95.8738,-312.424
-85.4146,84.3732,180.5
-25.7835,40.7113,97.4857
-87.8399,95.2287,210.121
33.0954,-5.6579,6.10104
97.2242,99.283,355.881
-42.8645,-41.9627,-153.856
90.4759,9.2543,90.7653
-47.3887,80.8608,197.889
-33.8945,64.8015,161.244
-9.6264,-0.0549087,-8.64669
55.9422,-59.6308,-133.36
18.0645,27.4781,90.994
19.8287,-41.2206,-106.302
-87.6989,-63.1472,-247.563
64.5238,-35.8581,-58.4294
52.2357,-84.4941,-207.912
-70.2735,-81.399,-287.698
-39.5392,-62.9485,-212.107
-1.8661,97.1088,277.826
79.3438,-92.0279,-210.054
-8.27408,-29.96,-94.1081
7.76917,-83.4195,-237.013
-69.1031,20.0636,6.42726
-77.5278,-79.7906,-288.304
-89.8571,-72.9649,-277.504
30.6048,-28.7736,-62.5189
92.2019,85.3338,311.923
40.9218,86.545,278.282
-40.58,-61.672,-209.171
22.0185,-54.2328,-142.328
-20.9465,48.9323,124.752
73.1075,-18.5027,-2.04643
63.1409,-91.8747,-221.347
-25.2367,-38.6512,-131.516
52.1937,36.2071,140.945
89.5347,99.6271,351.306
-62.8472,50.0256,97.5636
-32.477,97.9216,258.004
44.5162,-21.9294,-32.6598
98.7515,-95.7976,-206.894
1.26141,-97.2887,-281.815
-32.2026,97.4992,256.982
66.7789,-25.9852,-28.2584
20.5311,-26.9896,-64.6585
72.1483,-76.6735,-170.884
90.5248,34.473,163.695
-29.0623,89.6167,236.472
62.6589,85.9293,292.247
-70.0413,12.7847,-15.292
-10.5603,-53.8457,-164.806
5.72529,-64.8405,-184.79
18.5306,18.9875,66.7894
33.2563,29.4937,107.823
-23.3591,-34.2527,-117.442
-88.7188,13.9398,-25.4813
-0.607214,-52.7501,-154.43
79.1591,21.4384,117.787
-17.9826,60.0031,158.899
28.9601,52.1409,170.173
99.8242,95.28,346.194
-48.0904,-10.4592,-66.5798
-64.7483,-20.876,-108.755
24.3928,-85.0347,-229.641
-62.603,76.2755,173.616
-83.7152,-90.3434,-323.288
-52.4027,-68.1234,-236.382
22.8946,37.0264,122.092
55.8882,-97.6163,-243.196
52.1007,26.17,111.865
-75.3701,72.7257,154.108
-59.5849,-28.3094,-126.501
-63.6187,-49.0117,-189.263
-61.5377,52.2824,105.035
-69.018,99.1701,235.146
-6.60185,31.6577,85.2095
87.4892,-31.1069,-28.0624
-77.8596,22.3523,6.70052
-86.5106,-49.7341,-207.931
-90.9116,66.6019,125.151
42.7048,-52.3158,-121.804
-58.5413,59.2801,127.433
-12.1885,87.6357,242.968
62.8988,49.0816,185.912
29.3589,-22.2357,-44.5236
75.7512,20.1452,111.58
-45.2645,95.8452,242.741
86.2124,-53.1462,-92.6917
65.0617,-89.2327,-212.319
93.2899,-47.9951,-72.6762
-87.0507,-43.0079,-188.88
30.2877,36.7189,126.558
66.7145,39.6689,161.468
67.1641,-16.4257,-0.347634
78.9527,-12.0711,20.7778
54.6609,27.2229,116.763
85.3059,80.4963,292.946
98.4913,95.6079,346.176
74.2757,35.9298,156.137
-8.49978,-70.6603,-211.916
-19.3506,67.0734,178.345
-3.79471,23.1707,62.7108
-72.7104,-55.2307,-213.824
22.3986,22.4899,79.7147
-10.5485,43.054,115.292
58.9054,28.529,123.612
44.9237,-2.67442,23.292
-3.50813,-39.4172,-117.992
89.2905,55.0276,222.214
-83.5708,57.552,104.309
89.8272,82.0137,300.607
28.0715,-4.36814,6.19029
-8.52319,-16.6429,-55.7953
74.5453,91.3032,316.389
-16.9036,-26.2418,-89.6109
20.6544,-10.6105,-17.2254
-34.9838,97.6414,255.378
40.3796,-45.7507,-104.511
54.5458,-60.4525,-136.747
98.9314,64.9503,257.879
-66.0882,74.6104,166.279
-87.8263,35.7921,38.3295
38.4234,-34.7311,-74.076
82.2687,68.8692,257.138
52.9311,26.1468,112.399
-87.9754,-76.8467,-287.362
-6.24779,-68.5037,-204.051
-63.6945,27.3319,31.3537
-44.0842,-11.3496,-66.2515
7.345,18.8969,58.4259
-23.1316,85.4904,228.841
95.7898,-73.8087,-145.48
6.72516,-83.9848,-239.403
31.4165,-78.8799,-206.763
-61.3217,94.0264,225.853
-12.5544,-40.0147,-126.271
-69.2298,-49.8655,-195.795
-28.418,91.1031,241.235
4.11484,60.3569,175.927
-6.83723,62.9658,175.535
-54.8649,-0.983478,-44.0968
36.2896,-16.9777,-24.3053
-92.7147,-14.9606,-111.912
80.1022,19.7683,113.642
-90.7787,-38.5144,-178.592
9.93695,-86.1132,-243.229
-22.7917,10.9563,13.6457
-0.96969,86.0436,246.491
-28.6816,-17.7504,-73.5972
18.8952,28.1809,93.6271
11.3623,-58.9869,-163.788
42.63,-57.5468,-136.978
18.9605,-44.2605,-115.718
-67.0459,22.4343,14.7699
-88.9693,43.1531,58.7785
-0.872585,-23.3042,-69.5085
-15.9113,66.8766,180.267
-92.4209,-18.9656,-123.276
-45.9711,-53.8056,-190.337
95.2266,63.6995,251.58
-8.82833,-82.2975,-245.791
88.2473,-54.9465,-96.4217
1.64443,0.67002,1.61213
-14.3817,65.6541,177.841
55.0257,-39.1028,-74.6874
57.3983,-49.6607,-103.487
54.3521,-92.1882,-228.619
-3.95442,-18.4927,-57.8331
-57.3157,-99.1126,-329.514
34.3672,-35.1365,-78.1858
26.2223,-29.2341,-67.0241
90.5179,9.31762,90.9787
3.35404,32.5491,94.9969
-58.5335,94.6777,229.755
56.8992,41.137,158.603
-1.32882,-75.8421,-221.7
-21.0654,-99.2753,-303.729
-60.6081,61.15,131.341
52.8334,-32.2486,-56.4634
55.6034,42.5881,161.859
39.4871,-35.596,-75.8058
45.5538,44.353,159.681
35.6287,96.7134,303.841
61.0678,-51.0832,-104.941
-79.7728,84.7186,185.585
49.3362,-13.3836,-4.46687
21.3333,-48.9812,-127.645
31.5098,-75.7619,-197.683
2.21275,-74.4093,-214.993
-59.3551,55.6123,116.241
-42.7217,-7.72587,-54.7904
61.8873,48.5787,183.726
-2.13106,-3.87549,-14.2612
-74.3322,34.8166,45.2836
28.7701,56.7506,183.36
-29.2841,-8.43172,-47.0979
82.307,64.3501,244.103
-72.6774,17.6674,-3.0879
-62.3332,45.6005,85.145
86.3806,-70.5854,-142.978
-81.4368,35.9387,43.3809
24.3836,96.9591,296.406
90.9162,24.3989,134.86
-36.3439,49.7503,115.964
-62.7672,-15.9732,-93.1481
52.6777,55.4266,196.85
-32.0776,47.7948,113.402
-18.0446,82.6785,224.397
71.6969,71.1177,255.98
37.9929,35.0918,127.435
75.708,-91.9811,-212.552
-1.55665,-59.7684,-175.404
77.0811,50.1892,199.386
-16.0171,-77.3733,-236.764
-95.551,-16.5809,-118.65
-46.1657,-90.3968,-296.245
-85.1136,26.9452,14.7223
-51.2299,56.0762,123.467
-24.3246,19.0957,36.0625
-72.5294,-35.936,-157.921
-77.9664,-91.6869,-323.008
-76.1131,48.6164,83.8818
-68.9191,26.3976,24.8691
-0.321464,-94.1298,-273.831
22.8233,-81.0836,-219.357
-7.25403,56.0099,155.127
96.3643,68.7343,266.957
-13.1566,51.8368,138.79
-16.5114,-94.6737,-287.129
10.2335,-0.382648,4.79043
-12.4198,97.7695,272.092
58.339,56.7754,204.849
-60.7279,-75.1276,-262.657
-57.6698,-4.7194,-56.927
-34.4044,-5.25725,-41.6306
-84.3143,-46.0309,-195.637
-47.8703,-55.8493,-197.621
-97.7683,-76.2498,-292.729
-38.5812,-74.755,-245.539
33.1739,71.4353,228.996
-37.9659,33.0407,66.4903
-6.93834,-31.1178,-96.4872
37.4286,37.8768,135.077
-35.3359,54.949,131.721
-49.1776,44.8422,92.4817
49.4405,1.74237,39.3302
91.6607,-87.0763,-186.821
-64.4488,80.6351,184.88
-63.5087,0.0399864,-47.3991
-36.9784,32.6933,66.2012
-52.7741,81.124,194.749
-27.5563,-64.1889,-207.013
10.5882,8.57171,30.9299
44.0198,49.6199,173.794
41.4877,74.8459,244.876
26.8242,-13.3155,-20.5755
-93.536,-78.1124,-295.047
-17.4615,-94.1788,-286.387
44.0697,68.1891,227.505
-8.66776,40.8857,110.386
-55.9626,89.6015,216.944
91.0444,74.4341,279.58
-22.1325,89.9504,242.456
-64.908,64.8629,138.958
-68.576,90.5609,210.582
27.3371,-57.2434,-147.178
40.4634,-75.3352,-189.965
-4.87525,-90.5669,-266.831
16.6898,-58.5497,-158.666
37.3393,-74.4411,-189.643
-43.7513,-99.1523,-319.804
84.8437,86.2685,309.296
-35.8611,21.1648,33.6873
2.76082,77.1789,223.57
-88.7752,-82.2306,-303.503
-44.228,-70.8061,-238.215
37.6703,-35.2371,-76.0841
-83.4015,-74.2695,-276.599
-6.14527,-97.98,-289.178
-88.292,-96.0511,-343.101
-20.5786,64.7974,170.876
51.7568,-55.4301,-124.249
-32.4896,13.4713,13.8912
-26.2525,66.4357,171.503
51.4681,-10.5428,5.28845
-63.1417,-93.799,-318.375
93.2021,35.8468,169.606
-29.3151,5.38976,-7.16926
-76.0888,58.4635,112.363
-53.4273,26.5651,36.5737
93.525,60.2299,240.319
-78.6058,14.194,-17.4216
-94.1194,-1.0614,-72.7538
54.9676,82.0178,275.37
60.7635,-26.0777,-32.8826
0.271587,13.1796,36.7768
20.1965,-18.4048,-40.0865
86.295,-77.4012,-162.741
-64.5601,-52.9208,-201.244
-44.8514,3.13629,-24.9358
11.293,-43.7745,-119.867
67.2527,-14.0558,6.56673
6.28691,78.8502,230.955
71.8283,66.6258,243.092
21.0013,-95.6122,-262.672
-2.01296,26.1133,72.507
44.2751,93.0205,299.429
-11.5202,56.7831,154.272
76.2524,59.0913,224.517
78.039,9.05332,81.1763
54.022,-67.9782,-158.879
67.5312,-20.1871,-10.9541
-71.6718,-22.7377,-119.151
-74.3941,-41.2754,-174.706
34.7067,-83.2883,-217.123
-3.46237,-14.9641,-47.2771
90.3222,-10.7892,32.7182
-3.18204,-82.9746,-243.659
83.3323,54.1028,215.226
25.527,-43.7162,-109.388
-38.371,38.5374,82.085
-65.062,-7.82715,-71.2642
98.1964,11.8054,103.731
-49.9901,63.2974,145.238
-31.445,-10.575,-54.8582
22.388,88.4604,270.395
21.3735,58.3818,182.718
-33.2132,71.096,179.932
-60.2593,-33.4975,-141.986
-55.6725,-18.2727,-94.6562
-7.37922,47.8187,131.36
42.9972,-32.6732,-64.8151
-76.8277,5.53472,-41.1635
-30.4764,-68.3006,-221.013
32.0561,-26.9528,-56.2046
-80.6077,1.14221,-56.5978
-71.5226,-37.3635,-161.318
41.9339,38.3184,139.616
48.1529,-49.3716,-109.348
-93.1625,61.2367,108.012
75.4158,39.7215,167.923
49.3176,35.2635,136.134
-70.4572,62.9866,129.515
87.3243,-79.1432,-167.031
38.371,-30.5794,-62.1136
84.8303,70.8804,264.807
62.962,-86.9687,-207.296
61.5717,94.0023,314.794
84.737,90.9419,322.727
-51.4324,-33.8431,-136.592
37.8638,21.9739,89.4247
37.7564,83.1971,266.313
21.417,-4.71688,0.362461
-62.5118,18.287,6.06606
4.51227,63.3191,184.777
-33.5931,-31.7277,-117.556
82.5526,26.537,134.982
40.9385,22.4874,93.1359
-42.0068,40.7051,85.7171
59.8217,81.0864,276.194
-20.8219,61.5086,161.194
19.7987,-36.3761,-92.3206
-77.6829,71.58,149.121
74.582,64.0039,237.507
-14.652,-16.9221,-61.0414
-89.7068,48.2458,72.9648
-63.8341,-16.0804,-94.2309
27.158,-92.5778,-249.442
-49.1216,-59.1567,-208.087
35.7937,-72.8366,-186.125
64.6867,-41.7711,-75.4028
0.982584,11.1572,31.4459
8.72439,91.077,268.062
-5.29576,-90.4624,-266.833
-99.2026,-87.6735,-326.788
14.1432,9.54552,36.3196
-50.9828,19.184,17.0091
-49.0262,97.7167,245.426
-10.4512,-57.2597,-174.595
-2.48578,49.2384,139.008
-37.8951,80.5047,203.736
8.73914,60.8205,180.616
14.3436,24.1442,78.6623
6.57363,-42.853,-120.621
-67.4232,67.8359,145.73
63.0221,-99.1976,-242.6
-60.2047,-68.0466,-241.811
-10.1237,57.1857,156.447
11.8074,47.7467,145.048
-99.1186,-24.7152,-144.746
0.316631,47.5796,136.243
89.5677,10.2316,92.9322
20.7683,74.9932,230.295
8.29296,-44.2685,-123.467
-3.5698,59.466,167.785
-45.4927,42.1739,87.4381
91.9988,-55.6996,-95.8813
-97.0034,26.7176,5.45267
-44.7157,-24.5129,-104.758
-22.7772,-50.3314,-163.496
-80.9195,90.8692,202.532
8.89125,-99.7616,-283.437
-52.3832,-56.9723,-204.135
-61.2942,-17.3766,-96.1379
-47.3548,-41.6296,-156.145
-73.7843,-62.0375,-234.277
-29.4241,36.1186,81.5737
48.276,28.5563,115.993
-66.617,-0.768085,-51.9861
-70.4216,10.5738,-21.9581
-39.3685,-46.6708,-164.932
-64.556,5.38433,-32.7098
-84.9956,-48.7468,-203.98
22.9049,-62.0961,-164.415
6.21062,58.5529,172.23
64.3461,-59.3233,-126.384
23.398,-37.6582,-93.4197
34.1326,91.5927,287.955
-54.2578,-53.0977,-194.293
39.129,-58.6921,-142.825
34.0274,-15.5823,-21.9103
-11.2569,-98.6529,-294.825
74.8081,-84.9789,-192.964
89.3165,-60.3555,-111.282
-40.9971,55.6836,129.744
-90.0333,81.1736,167.906
-48.9836,-58.1254,-205.006
-36.5861,-98.1886,-311.829
48.0228,-74.7462,-182.787
-81.4653,59.2214,110.659
94.586,-83.5425,-174.487
17.9027,-97.4639,-270.269
-64.8,-7.31439,-69.5923
55.0003,43.6419,164.468
62.5698,-20.4137,-15.2025
-13.5615,68.3133,186.122
18.404,-87.1902,-240.209
15.9948,40.119,126.033
-92.5337,-12.3137,-104.13
42.3637,69.7024,230.643
17.6373,-96.897,-268.822
-47.319,74.4012,179.268
47.0366,48.8192,173.665
-86.0754,5.70941,-47.3565
33.5083,-68.2682,-174.575
72.8153,-11.3183,18.5085
-67.6437,39.5207,63.725
-12.3659,75.288,207.148
90.3936,-54.5911,-93.8397
24.213,-66.1842,-175.284
96.2652,37.5651,176.791
58.3514,-48.5893,-99.6995
17.2944,56.2447,173.586
-15.1119,-27.4395,-91.775
59.6803,-5.43294,26.0066
45.1437,-58.1059,-136.774
13.2098,-71.2532,-197.905
3.20747,87.7363,254.41
34.9725,-17.1007,-25.6149
92.1201,-38.4649,-45.9765
44.1151,82.7069,269.501
-88.5792,36.5689,40.0294
23.7635,-6.89259,-4.22689
-91.2869,24.9617,4.51753
-38.348,33.7,68.1192
61.3513,-61.5087,-134.87
-37.3476,-56.102,-190.729
39.3762,-69.7647,-174.651
35.8311,-99.6912,-263.721
50.7925,-9.21908,8.62535
49.9932,-85.6424,-212.855
-18.7537,33.1071,80.5973
-62.9876,7.83884,-24.479
95.525,-89.0258,-189.657
54.2648,-41.0536,-80.8774
19.8797,24.6342,84.0884
-84.1935,-75.95,-282.03
-90.8175,66.3046,124.36
49.6664,-66.4036,-157.482
-55.9543,21.6398,20.5069
-14.9322,90.2527,248.545
-12.3938,26.7996,66.9719
31.9923,-23.8233,-47.2052
-98.1018,34.9822,28.5459
-40.6294,23.8008,37.8532
-29.9935,65.9269,167.322
88.4359,98.2004,346.387
92.9084,63.1001,248.169
-72.4551,-3.69707,-64.6809
-59.8754,-61.9082,-223.829
95.2117,20.1445,125.673
-6.19479,84.2457,237.51
47.649,-97.6354,-249.219
11.9272,-34.0813,-91.389
-27.9649,70.2778,181.368
83.6107,-28.5864,-23.5858
23.1568,-54.6966,-142.844
-12.3415,24.0054,58.9331
-44.2142,-44.2316,-161.391
76.8263,-44.9628,-75.8357
20.963,50.2106,158.802
5.92119,99.4169,290.138
29.6976,49.8634,164.125
-8.88334,-88.7521,-264.488
74.4937,16.0011,98.6911
-36.1274,54.5827,130.089
-88.8653,7.44035,-44.374
-4.07213,6.4925,14.3016
64.6177,-25.7264,-29.0757
99.0632,24.4164,140.811
95.4889,81.586,303.471
89.488,-82.7659,-175.935
-96.1818,-28.9179,-154.767
-96.5281,32.1667,21.5475
-70.1742,-68.7544,-251.077
66.0254,-13.8726,6.20745
94.5399,-95.7586,-209.831
60.6443,74.1629,256.777
-10.9718,-46.402,-143.588
-42.4665,-90.3703,-293.489
43.5979,-7.35869,8.7918
-45.7154,-48.6367,-175.212
20.9744,31.9448,106.013
11.2381,79.119,235.318
-87.6637,-75.5203,-283.302
-37.0173,-6.88221,-48.2201
-50.288,82.2205,199.72
71.6539,-32.7752,-44.3539
28.0556,73.1285,230.183
-81.3558,-30.8351,-149.57
-69.6692,-38.608,-163.573
-65.8101,48.0146,89.6047
-62.215,12.7203,-9.80967
-67.3725,47.6481,87.4137
-61.2747,41.3157,73.5266
-57.8741,-15.6611,-88.7022
-28.259,68.239,175.262
63.1421,2.70827,52.0462
69.4812,-40.3831,-67.9184
-39.4935,-28.3478,-112.06
18.7468,45.7165,144.206
5.28799,-33.3799,-94.1703
-36.1383,60.1925,146.296
78.4665,-51.9442,-94.8278
-84.0022,-6.44715,-80.9936
-57.1193,68.8238,156.049
41.2974,16.0358,74.7474
-27.8177,81.8078,214.802
-84.5043,-63.9062,-247.443
-15.954,60.2186,160.991
57.1213,-74.1276,-174.409
29.1795,-33.1021,-76.0629
-19.9854,69.9674,186.25
37.1276,-14.1297,-15.4663
-25.4699,32.2857,73.3586
70.5948,4.39194,62.3108
-42.8225,94.0866,239.426
81.1415,-84.7063,-187.589
48.3583,-47.6508,-104.225
36.4916,25.0934,97.4476
-49.1334,-56.1439,-199.387
7.13081,98.4882,288.33
90.7068,89.9673,324.234
-38.1246,-25.5576,-103.004
-42.9001,2.5609,-25.1856
79.0471,-53.622,-99.2567
-32.8927,78.3038,200.998
74.6959,-9.87065,24.0551
25.303,66.2167,208.211
-24.162,-8.08245,-42.3784
0.303819,-4.20069,-13.4377
65.028,98.5544,330.456
-55.7328,95.47,234.074
97.8817,-40.5743,-47.9006
-56.8691,56.1894,119.71
97.2896,-10.1703,39.5533
20.5447,-57.9289,-154.079
-30.9807,89.4164,234.504
95.7393,65.3357,256.681
-62.3344,-74.5956,-262.283
10.0973,-8.17554,-17.8336
28.461,64.4664,205.439
46.5055,-18.5406,-21.4235
-86.4375,-39.2366,-177.535
-26.5627,-18.104,-73.0846
-4.35386,-2.24978,-11.1721
89.6525,57.994,231.051
77.846,-59.2496,-116.393
76.8077,-25.5763,-19.8127
45.8181,29.8963,118.086
14.8549,-74.3958,-205.798
-10.6399,-74.4895,-224.534
-35.4736,-91.4899,-291.661
67.8372,33.2246,143.654
-22.8453,39.7254,96.7642
-53.8701,-57.0498,-205.436
21.9487,-5.13068,-0.448538
12.9669,8.68538,32.9814
70.7206,-69.7175,-151.812
66.454,23.7794,115.351
-63.3995,-69.1272,-247.248
-27.5274,-49.0392,-163.202
-87.1281,-77.2636,-287.953
-62.134,-11.2733,-79.1044
-83.2875,-78.8496,-289.755
48.6176,-64.0321,-151.387
-2.17376,-19.6738,-59.9574
80.0525,5.60999,72.6817
52.9769,-74.4751,-178.415
-15.4739,54.529,144.893
26.0211,57.687,184.076
-89.8558,-1.11086,-69.8087
53.7349,86.0132,286.026
57.106,10.0011,68.7542
-56.2657,61.4923,135.475
-64.9923,-47.1633,-184.915
87.9585,97.9174,345.223
84.5968,59.1094,230.613
-58.9092,91.582,220.535
-88.6504,76.7548,156.135
-11.4462,10.6934,21.1032
-46.303,1.97843,-29.334
0.293034,-82.4497,-239.624
10.6724,-34.1193,-92.4076
79.6951,-61.3857,-121.229
-24.1281,0.20164,-18.4087
27.2529,-49.1996,-123.988
